sequentialID;userID;epoch;idUIelement;machine
101;etkcoMvHM;1557988512758;btn1additive;e11p3
102;etkcoMvHM;1557988516092;btn3decreaseadditive;e11p3
103;etkcoMvHM;1557988519426;btn3decreaseadditive;e11p3
104;etkcoMvHM;1557988522760;btn3ok;e11p3
105;etkcoMvHM;1557988526094;btn1drink;e11p3
106;etkcoMvHM;1557988529428;btn5mixture4;e11p3
107;etkcoMvHM;1557988532762;btn5ok;e11p3
108;etkcoMvHM;1557988536101;btn1ok;e11p3
109;2cvOv2v;1557988556349;btn1container;e11p3
110;2cvOv2v;1557988561394;btn2container;e11p3
111;2cvOv2v;1557988566439;btn2ok;e11p3
112;2cvOv2v;1557988571484;btn1additive;e11p3
113;2cvOv2v;1557988576529;btn3decreaseadditive;e11p3
114;2cvOv2v;1557988581574;btn3decreaseadditive;e11p3
115;2cvOv2v;1557988586619;btn3ok;e11p3
116;2cvOv2v;1557988591664;btn1drink;e11p3
117;2cvOv2v;1557988596709;btn5mixture4;e11p3
118;2cvOv2v;1557988601754;btn5ok;e11p3
119;2cvOv2v;1557988606803;btn1ok;e11p3
120;2cvOv2v;1557988613013;btn1additive;e11p3
121;2cvOv2v;1557988616392;btn3decreaseadditive;e11p3
122;2cvOv2v;1557988619771;btn3decreaseadditive;e11p3
123;2cvOv2v;1557988623150;btn3decreaseadditive;e11p3
124;2cvOv2v;1557988626529;btn3ok;e11p3
125;2cvOv2v;1557988629908;btn1drink;e11p3
126;2cvOv2v;1557988633287;btn5mixture3;e11p3
127;2cvOv2v;1557988636666;btn5ok;e11p3
128;2cvOv2v;1557988640052;btn1ok;e11p3
129;8gz32fIA;1557988986391;btn1additive;e11p3
130;8gz32fIA;1557988987984;btn3decreaseadditive;e11p3
131;8gz32fIA;1557988989577;btn3decreaseadditive;e11p3
132;8gz32fIA;1557988991170;btn3decreaseadditive;e11p3
133;8gz32fIA;1557988992763;btn3ok;e11p3
134;8gz32fIA;1557988994356;btn1drink;e11p3
135;8gz32fIA;1557988995949;btn5mixture2;e11p3
136;8gz32fIA;1557988997542;btn5ok;e11p3
137;8gz32fIA;1557988999140;btn1ok;e11p3
138;xxBEtJE;1557990143113;btn1additive;e11p3
139;xxBEtJE;1557990149220;btn3decreaseadditive;e11p3
140;xxBEtJE;1557990155327;btn3decreaseadditive;e11p3
141;xxBEtJE;1557990161434;btn3decreaseadditive;e11p3
142;xxBEtJE;1557990167541;btn3ok;e11p3
143;xxBEtJE;1557990173648;btn1drink;e11p3
144;xxBEtJE;1557990179755;btn5mixture1;e11p3
145;xxBEtJE;1557990185862;btn5ok;e11p3
146;xxBEtJE;1557990191970;btn1ok;e11p3
147;4CKbREMC;1557992351253;btn1container;e11p3
148;4CKbREMC;1557992359758;btn2container;e11p3
149;4CKbREMC;1557992368263;btn2ok;e11p3
150;4CKbREMC;1557992376768;btn1additive;e11p3
151;4CKbREMC;1557992385273;btn3decreaseadditive;e11p3
152;4CKbREMC;1557992393778;btn3decreaseadditive;e11p3
153;4CKbREMC;1557992402283;btn3decreaseadditive;e11p3
154;4CKbREMC;1557992410788;btn3ok;e11p3
155;4CKbREMC;1557992419293;btn1drink;e11p3
156;4CKbREMC;1557992427798;btn5mixture4;e11p3
157;4CKbREMC;1557992436303;btn5ok;e11p3
158;4CKbREMC;1557992444812;btn1ok;e11p3
159;mqi7ip;1557992781741;btn1drink;e11p3
160;mqi7ip;1557992786782;btn5mixture3;e11p3
161;mqi7ip;1557992791823;btn5ok;e11p3
162;mqi7ip;1557992796864;btn1ok;e11p3
163;4CKbREMC;1557992862875;btn1additive;e11p3
164;4CKbREMC;1557992869416;btn3ok;e11p3
165;4CKbREMC;1557992875957;btn1additive;e11p3
166;4CKbREMC;1557992882498;btn3decreaseadditive;e11p3
167;4CKbREMC;1557992889039;btn3decreaseadditive;e11p3
168;4CKbREMC;1557992895580;btn3decreaseadditive;e11p3
169;4CKbREMC;1557992902121;btn3ok;e11p3
170;4CKbREMC;1557992908662;btn1drink;e11p3
171;4CKbREMC;1557992915203;btn5mixture4;e11p3
172;4CKbREMC;1557992921744;btn5ok;e11p3
173;4CKbREMC;1557992928285;btn1additive;e11p3
174;4CKbREMC;1557992934826;btn3increaseadditive;e11p3
175;4CKbREMC;1557992941367;btn3increaseadditive;e11p3
176;4CKbREMC;1557992947908;btn3ok;e11p3
177;4CKbREMC;1557992954459;btn1ok;e11p3
178;etkcoMvHM;1557993326048;btn1additive;e11p3
179;etkcoMvHM;1557993329913;btn3decreaseadditive;e11p3
180;etkcoMvHM;1557993333778;btn3decreaseadditive;e11p3
181;etkcoMvHM;1557993337643;btn3ok;e11p3
182;etkcoMvHM;1557993341508;btn1drink;e11p3
183;etkcoMvHM;1557993345373;btn5mixture4;e11p3
184;etkcoMvHM;1557993349238;btn5ok;e11p3
185;etkcoMvHM;1557993353107;btn1ok;e11p3
186;8gz32fIA;1557993986463;btn1additive;e11p3
187;8gz32fIA;1557993989164;btn3decreaseadditive;e11p3
188;8gz32fIA;1557993991865;btn3decreaseadditive;e11p3
189;8gz32fIA;1557993994566;btn3decreaseadditive;e11p3
190;8gz32fIA;1557993997267;btn3ok;e11p3
191;8gz32fIA;1557993999970;btn1ok;e11p3
192;lbs8mLQBQ;1557994046820;btn1container;e11p3
193;lbs8mLQBQ;1557994051074;btn2container;e11p3
194;lbs8mLQBQ;1557994055328;btn2ok;e11p3
195;lbs8mLQBQ;1557994059582;btn1additive;e11p3
196;lbs8mLQBQ;1557994063836;btn3decreaseadditive;e11p3
197;lbs8mLQBQ;1557994068090;btn3ok;e11p3
198;lbs8mLQBQ;1557994072344;btn1drink;e11p3
199;lbs8mLQBQ;1557994076598;btn5mixture4;e11p3
200;lbs8mLQBQ;1557994080852;btn5ok;e11p3
201;lbs8mLQBQ;1557994085106;btn1ok;e11p3
202;4CKbREMC;1557994215793;btn1container;e11p3
203;4CKbREMC;1557994219664;btn2ok;e11p3
204;4CKbREMC;1557994223535;btn1additive;e11p3
205;4CKbREMC;1557994227406;btn3ok;e11p3
206;4CKbREMC;1557994231277;btn1additive;e11p3
207;4CKbREMC;1557994235148;btn3decreaseadditive;e11p3
208;4CKbREMC;1557994239019;btn3decreaseadditive;e11p3
209;4CKbREMC;1557994242890;btn3decreaseadditive;e11p3
210;4CKbREMC;1557994246761;btn3ok;e11p3
211;4CKbREMC;1557994250632;btn1drink;e11p3
212;4CKbREMC;1557994254503;btn5mixture7;e11p3
213;4CKbREMC;1557994258374;btn5ok;e11p3
214;4CKbREMC;1557994262253;btn1ok;e11p3
215;wJxNbIJxNN;1557995226246;btn1additive;e11p3
216;wJxNbIJxNN;1557995232149;btn3decreaseadditive;e11p3
217;wJxNbIJxNN;1557995238052;btn3decreaseadditive;e11p3
218;wJxNbIJxNN;1557995243955;btn3ok;e11p3
219;wJxNbIJxNN;1557995249858;btn1ok;e11p3
220;48cgGuhQ;1557996801672;btn1container;e11p3
221;48cgGuhQ;1557996803788;btn2container;e11p3
222;48cgGuhQ;1557996805904;btn2ok;e11p3
223;48cgGuhQ;1557996808020;btn1additive;e11p3
224;48cgGuhQ;1557996810136;btn3decreaseadditive;e11p3
225;48cgGuhQ;1557996812252;btn3decreaseadditive;e11p3
226;48cgGuhQ;1557996814368;btn3decreaseadditive;e11p3
227;48cgGuhQ;1557996816484;btn3ok;e11p3
228;48cgGuhQ;1557996818600;btn1drink;e11p3
229;48cgGuhQ;1557996820716;btn5mixture5;e11p3
230;48cgGuhQ;1557996822832;btn5ok;e11p3
231;48cgGuhQ;1557996824958;btn1ok;e11p3
232;6xOA6kOo3;1557996831987;btn1drink;e11p3
233;6xOA6kOo3;1557996840545;btn5mixture1;e11p3
234;6xOA6kOo3;1557996849103;btn5ok;e11p3
235;6xOA6kOo3;1557996857661;btn1ok;e11p3
236;cZqppiIcq;1557996885561;btn1container;e11p3
237;cZqppiIcq;1557996889389;btn2container;e11p3
238;cZqppiIcq;1557996893217;btn2ok;e11p3
239;cZqppiIcq;1557996897045;btn1additive;e11p3
240;cZqppiIcq;1557996900873;btn3decreaseadditive;e11p3
241;cZqppiIcq;1557996904701;btn3decreaseadditive;e11p3
242;cZqppiIcq;1557996908529;btn3ok;e11p3
243;cZqppiIcq;1557996912357;btn1additive;e11p3
244;cZqppiIcq;1557996916185;btn3decreaseadditive;e11p3
245;cZqppiIcq;1557996920013;btn3ok;e11p3
246;cZqppiIcq;1557996923841;btn1drink;e11p3
247;cZqppiIcq;1557996927669;btn5mixture4;e11p3
248;cZqppiIcq;1557996931497;btn5ok;e11p3
249;cZqppiIcq;1557996935333;btn1ok;e11p3
250;77hcqDUs1h;1557996948345;btn1additive;e11p3
251;77hcqDUs1h;1557996951923;btn3decreaseadditive;e11p3
252;77hcqDUs1h;1557996955501;btn3decreaseadditive;e11p3
253;77hcqDUs1h;1557996959079;btn3ok;e11p3
254;77hcqDUs1h;1557996962657;btn1drink;e11p3
255;77hcqDUs1h;1557996966235;btn5mixture6;e11p3
256;77hcqDUs1h;1557996969813;btn5ok;e11p3
257;77hcqDUs1h;1557996973397;btn1ok;e11p3
258;xxBEtJE;1557997941869;btn1additive;e11p3
259;xxBEtJE;1557997943638;btn3decreaseadditive;e11p3
260;xxBEtJE;1557997945407;btn3decreaseadditive;e11p3
261;xxBEtJE;1557997947176;btn3decreaseadditive;e11p3
262;xxBEtJE;1557997948945;btn3ok;e11p3
263;xxBEtJE;1557997950714;btn1drink;e11p3
264;xxBEtJE;1557997952483;btn5mixture1;e11p3
265;xxBEtJE;1557997954252;btn5ok;e11p3
266;xxBEtJE;1557997956021;btn1ok;e11p3
267;s9ifmku;1558004415279;btn1additive;e11p3
268;s9ifmku;1558004420656;btn3decreaseadditive;e11p3
269;s9ifmku;1558004426033;btn3decreaseadditive;e11p3
270;s9ifmku;1558004431410;btn3decreaseadditive;e11p3
271;s9ifmku;1558004436787;btn3ok;e11p3
272;s9ifmku;1558004442164;btn1drink;e11p3
273;s9ifmku;1558004447541;btn5mixture3;e11p3
274;s9ifmku;1558004452918;btn5ok;e11p3
275;s9ifmku;1558004458302;btn1ok;e11p3
276;6xOA6kOo3;1558004847024;btn1additive;e11p3
277;6xOA6kOo3;1558004852392;btn3decreaseadditive;e11p3
278;6xOA6kOo3;1558004857760;btn3decreaseadditive;e11p3
279;6xOA6kOo3;1558004863128;btn3decreaseadditive;e11p3
280;6xOA6kOo3;1558004868496;btn3ok;e11p3
281;6xOA6kOo3;1558004873864;btn1drink;e11p3
282;6xOA6kOo3;1558004879232;btn5mixture4;e11p3
283;6xOA6kOo3;1558004884600;btn5ok;e11p3
284;6xOA6kOo3;1558004889972;btn1ok;e11p3
285;48cgGuhQ;1558004957756;btn1additive;e11p3
286;48cgGuhQ;1558004960969;btn3decreaseadditive;e11p3
287;48cgGuhQ;1558004964182;btn3decreaseadditive;e11p3
288;48cgGuhQ;1558004967395;btn3decreaseadditive;e11p3
289;48cgGuhQ;1558004970608;btn3ok;e11p3
290;48cgGuhQ;1558004973821;btn1drink;e11p3
291;48cgGuhQ;1558004977034;btn5mixture1;e11p3
292;48cgGuhQ;1558004980247;btn5ok;e11p3
293;48cgGuhQ;1558004983461;btn1ok;e11p3
294;FR4PPIFj;1558005049662;btn1container;e11p3
295;FR4PPIFj;1558005053308;btn2container;e11p3
296;FR4PPIFj;1558005056954;btn2ok;e11p3
297;FR4PPIFj;1558005060600;btn1additive;e11p3
298;FR4PPIFj;1558005064246;btn3decreaseadditive;e11p3
299;FR4PPIFj;1558005067892;btn3decreaseadditive;e11p3
300;FR4PPIFj;1558005071538;btn3decreaseadditive;e11p3
301;FR4PPIFj;1558005075184;btn3increaseadditive;e11p3
302;FR4PPIFj;1558005078830;btn3ok;e11p3
303;FR4PPIFj;1558005082476;btn1drink;e11p3
304;FR4PPIFj;1558005086122;btn5mixture4;e11p3
305;FR4PPIFj;1558005089768;btn5ok;e11p3
306;FR4PPIFj;1558005093414;btn1ok;e11p3
307;77hcqDUs1h;1558009643986;btn1container;e11p3
308;77hcqDUs1h;1558009645961;btn2ok;e11p3
309;77hcqDUs1h;1558009647936;btn1additive;e11p3
310;77hcqDUs1h;1558009649911;btn3decreaseadditive;e11p3
311;77hcqDUs1h;1558009651886;btn3decreaseadditive;e11p3
312;77hcqDUs1h;1558009653861;btn3ok;e11p3
313;77hcqDUs1h;1558009655836;btn1drink;e11p3
314;77hcqDUs1h;1558009657811;btn5mixture6;e11p3
315;77hcqDUs1h;1558009659786;btn5ok;e11p3
316;77hcqDUs1h;1558009661768;btn1ok;e11p3
317;wJxNbIJxNN;1558012157602;btn1additive;e11p3
318;wJxNbIJxNN;1558012162298;btn3decreaseadditive;e11p3
319;wJxNbIJxNN;1558012166994;btn3decreaseadditive;e11p3
320;wJxNbIJxNN;1558012171690;btn3ok;e11p3
321;wJxNbIJxNN;1558012176388;btn1ok;e11p3
322;YBzhD46D6;1558012344878;btn1additive;e11p3
323;YBzhD46D6;1558012347937;btn3decreaseadditive;e11p3
324;YBzhD46D6;1558012350996;btn3decreaseadditive;e11p3
325;YBzhD46D6;1558012354055;btn3ok;e11p3
326;YBzhD46D6;1558012357114;btn1drink;e11p3
327;YBzhD46D6;1558012360173;btn5mixture5;e11p3
328;YBzhD46D6;1558012363232;btn5ok;e11p3
329;YBzhD46D6;1558012366295;btn1ok;e11p3
330;IIS8aaX;1558012727151;btn1container;e11p3
331;IIS8aaX;1558012729557;btn2container;e11p3
332;IIS8aaX;1558012731963;btn2ok;e11p3
333;IIS8aaX;1558012734369;btn1additive;e11p3
334;IIS8aaX;1558012736775;btn3decreaseadditive;e11p3
335;IIS8aaX;1558012739181;btn3decreaseadditive;e11p3
336;IIS8aaX;1558012741587;btn3decreaseadditive;e11p3
337;IIS8aaX;1558012743993;btn3ok;e11p3
338;IIS8aaX;1558012746399;btn1drink;e11p3
339;IIS8aaX;1558012748805;btn5mixture4;e11p3
340;IIS8aaX;1558012751211;btn5ok;e11p3
341;IIS8aaX;1558012753623;btn1ok;e11p3
342;etkcoMvHM;1558015260730;btn1additive;e11p3
343;etkcoMvHM;1558015264146;btn3decreaseadditive;e11p3
344;etkcoMvHM;1558015267562;btn3decreaseadditive;e11p3
345;etkcoMvHM;1558015270978;btn3ok;e11p3
346;etkcoMvHM;1558015274394;btn1drink;e11p3
347;etkcoMvHM;1558015277810;btn5mixture4;e11p3
348;etkcoMvHM;1558015281226;btn5ok;e11p3
349;etkcoMvHM;1558015284644;btn1ok;e11p3
350;77hcqDUs1h;1558016061976;btn1additive;e11p3
351;77hcqDUs1h;1558016063777;btn3decreaseadditive;e11p3
352;77hcqDUs1h;1558016065578;btn3decreaseadditive;e11p3
353;77hcqDUs1h;1558016067379;btn3ok;e11p3
354;77hcqDUs1h;1558016069180;btn1drink;e11p3
355;77hcqDUs1h;1558016070981;btn5mixture6;e11p3
356;77hcqDUs1h;1558016072782;btn5ok;e11p3
357;77hcqDUs1h;1558016074589;btn1ok;e11p3
358;FR4PPIFj;1558019463718;btn1additive;e11p3
359;FR4PPIFj;1558019467029;btn3ok;e11p3
360;FR4PPIFj;1558019470340;btn1additive;e11p3
361;FR4PPIFj;1558019473651;btn3decreaseadditive;e11p3
362;FR4PPIFj;1558019476962;btn3decreaseadditive;e11p3
363;FR4PPIFj;1558019480273;btn3decreaseadditive;e11p3
364;FR4PPIFj;1558019483584;btn3ok;e11p3
365;FR4PPIFj;1558019486895;btn1drink;e11p3
366;FR4PPIFj;1558019490206;btn5mixture3;e11p3
367;FR4PPIFj;1558019493517;btn5ok;e11p3
368;FR4PPIFj;1558019496836;btn1ok;e11p3
369;FR4PPIFj;1558019503769;btn1additive;e11p3
370;FR4PPIFj;1558019506702;btn3decreaseadditive;e11p3
371;FR4PPIFj;1558019509635;btn3decreaseadditive;e11p3
372;FR4PPIFj;1558019512568;btn3ok;e11p3
373;FR4PPIFj;1558019515501;btn1drink;e11p3
374;FR4PPIFj;1558019518434;btn5mixture4;e11p3
375;FR4PPIFj;1558019521367;btn5ok;e11p3
376;FR4PPIFj;1558019524303;btn1ok;e11p3
377;etkcoMvHM;1558066527190;btn1additive;e11p3
378;etkcoMvHM;1558066531049;btn3decreaseadditive;e11p3
379;etkcoMvHM;1558066534908;btn3decreaseadditive;e11p3
380;etkcoMvHM;1558066538767;btn3ok;e11p3
381;etkcoMvHM;1558066542626;btn1drink;e11p3
382;etkcoMvHM;1558066546485;btn5mixture4;e11p3
383;etkcoMvHM;1558066550344;btn5ok;e11p3
384;etkcoMvHM;1558066554206;btn1ok;e11p3
385;etkcoMvHM;1558070545845;btn1additive;e11p3
386;etkcoMvHM;1558070549051;btn3ok;e11p3
387;etkcoMvHM;1558070552257;btn1drink;e11p3
388;etkcoMvHM;1558070555463;btn5mixture4;e11p3
389;etkcoMvHM;1558070558669;btn5ok;e11p3
390;etkcoMvHM;1558070561879;btn1ok;e11p3
391;4PBj1BPw;1558072645571;btn1drink;e11p3
392;4PBj1BPw;1558072647469;btn5mixture4;e11p3
393;4PBj1BPw;1558072649367;btn5ok;e11p3
394;4PBj1BPw;1558072651266;btn1ok;e11p3
395;4PBj1BPw;1558073314451;btn1container;e11p3
396;4PBj1BPw;1558073320945;btn2container;e11p3
397;4PBj1BPw;1558073327439;btn2ok;e11p3
398;4PBj1BPw;1558073333933;btn1additive;e11p3
399;4PBj1BPw;1558073340427;btn3decreaseadditive;e11p3
400;4PBj1BPw;1558073346921;btn3decreaseadditive;e11p3
401;4PBj1BPw;1558073353415;btn3decreaseadditive;e11p3
402;4PBj1BPw;1558073359909;btn3ok;e11p3
403;4PBj1BPw;1558073366403;btn1drink;e11p3
404;4PBj1BPw;1558073372897;btn5mixture8;e11p3
405;4PBj1BPw;1558073379391;btn5ok;e11p3
406;4PBj1BPw;1558073385891;btn1ok;e11p3
407;etkcoMvHM;1558075165080;btn1container;e11p3
408;etkcoMvHM;1558075170853;btn2container;e11p3
409;etkcoMvHM;1558075176626;btn2ok;e11p3
410;etkcoMvHM;1558075182399;btn1additive;e11p3
411;etkcoMvHM;1558075188172;btn3decreaseadditive;e11p3
412;etkcoMvHM;1558075193945;btn3decreaseadditive;e11p3
413;etkcoMvHM;1558075199718;btn3decreaseadditive;e11p3
414;etkcoMvHM;1558075205491;btn3ok;e11p3
415;etkcoMvHM;1558075211264;btn1drink;e11p3
416;etkcoMvHM;1558075217037;btn5ok;e11p3
417;etkcoMvHM;1558075222816;btn1ok;e11p3
418;etkcoMvHM;1558075227943;btn1container;e11p3
419;etkcoMvHM;1558075232016;btn2ok;e11p3
420;etkcoMvHM;1558075236089;btn1additive;e11p3
421;etkcoMvHM;1558075240162;btn3decreaseadditive;e11p3
422;etkcoMvHM;1558075244235;btn3decreaseadditive;e11p3
423;etkcoMvHM;1558075248308;btn3ok;e11p3
424;etkcoMvHM;1558075252381;btn1drink;e11p3
425;etkcoMvHM;1558075256454;btn5mixture4;e11p3
426;etkcoMvHM;1558075260527;btn5ok;e11p3
427;etkcoMvHM;1558075264608;btn1ok;e11p3
428;FR4PPIFj;1558075360783;btn1container;e11p3
429;FR4PPIFj;1558075363670;btn2container;e11p3
430;FR4PPIFj;1558075366557;btn2ok;e11p3
431;FR4PPIFj;1558075369444;btn1additive;e11p3
432;FR4PPIFj;1558075372331;btn3decreaseadditive;e11p3
433;FR4PPIFj;1558075375218;btn3decreaseadditive;e11p3
434;FR4PPIFj;1558075378105;btn3ok;e11p3
435;FR4PPIFj;1558075380992;btn1drink;e11p3
436;FR4PPIFj;1558075383879;btn5mixture4;e11p3
437;FR4PPIFj;1558075386766;btn5ok;e11p3
438;FR4PPIFj;1558075389653;btn1ok;e11p3
439;FR4PPIFj;1558075426475;btn1container;e11p3
440;FR4PPIFj;1558075430444;btn2ok;e11p3
441;FR4PPIFj;1558075434413;btn1additive;e11p3
442;FR4PPIFj;1558075438382;btn3decreaseadditive;e11p3
443;FR4PPIFj;1558075442351;btn3decreaseadditive;e11p3
444;FR4PPIFj;1558075446320;btn3decreaseadditive;e11p3
445;FR4PPIFj;1558075450289;btn3ok;e11p3
446;FR4PPIFj;1558075454258;btn1drink;e11p3
447;FR4PPIFj;1558075458227;btn5mixture3;e11p3
448;FR4PPIFj;1558075462196;btn5ok;e11p3
449;FR4PPIFj;1558075466166;btn1ok;e11p3
450;48cgGuhQ;1558076373825;btn1container;e11p3
451;48cgGuhQ;1558076375473;btn2container;e11p3
452;48cgGuhQ;1558076377121;btn2ok;e11p3
453;48cgGuhQ;1558076378769;btn1additive;e11p3
454;48cgGuhQ;1558076380417;btn3decreaseadditive;e11p3
455;48cgGuhQ;1558076382065;btn3decreaseadditive;e11p3
456;48cgGuhQ;1558076383713;btn3decreaseadditive;e11p3
457;48cgGuhQ;1558076385361;btn3ok;e11p3
458;48cgGuhQ;1558076387009;btn1drink;e11p3
459;48cgGuhQ;1558076388657;btn5mixture5;e11p3
460;48cgGuhQ;1558076390305;btn5ok;e11p3
461;48cgGuhQ;1558076391953;btn1ok;e11p3
462;77hcqDUs1h;1558076814492;btn1additive;e11p3
463;77hcqDUs1h;1558076815843;btn3decreaseadditive;e11p3
464;77hcqDUs1h;1558076817194;btn3decreaseadditive;e11p3
465;77hcqDUs1h;1558076818545;btn3ok;e11p3
466;77hcqDUs1h;1558076819896;btn1drink;e11p3
467;77hcqDUs1h;1558076821247;btn5mixture6;e11p3
468;77hcqDUs1h;1558076822598;btn5ok;e11p3
469;77hcqDUs1h;1558076823953;btn1ok;e11p3
470;4PBj1BPw;1558077975149;btn1drink;e11p3
471;4PBj1BPw;1558077977656;btn5mixture6;e11p3
472;4PBj1BPw;1558077980163;btn5ok;e11p3
473;4PBj1BPw;1558077982671;btn1ok;e11p3
474;wJxNbIJxNN;1558079463885;btn1additive;e11p3
475;wJxNbIJxNN;1558079466966;btn3decreaseadditive;e11p3
