,case:concept:name,case:creator,lifecycle:transition,time:timestamp,org:resource,category,application,concept:name,event_src_path,event_dest_path,clipboard_content,mouse_coord,workbook,current_worksheet,worksheets,sheets,cell_content,cell_range,cell_range_number,window_size,slides,effect,hotkey,id,title,description,browser_url,eventQual,tab_moved_from_index,tab_moved_to_index,newZoomFactor,oldZoomFactor,tab_pinned,tab_audible,tab_muted,window_ingognito,file_size,tag_category,tag_type,tag_name,tag_title,tag_value,tag_checked,tag_html,tag_href,tag_innerText,tag_option,tag_attributes,xpath,xpath_full
16,0801032329000000,SmartRPA by marco2012,complete,2020-08-01T03:33:57.000,zjones,Browser,Microsoft Excel,doubleClick,,,,,Workbook15,Sheet19,"['Sheet19', 'Sheet1']",,so,G7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0801032329000000,SmartRPA by marco2012,complete,2020-08-01T03:34:14.000,zjones,Browser,Chrome,clickCheckboxButton,,,,,,,,,,,,,,,,,,,http://www.holloway.com/be,"[""serverRedirect"",""fromAddressBar""]",,,,,,,,,,DIV,,environmental,,collection,,,,,,,"id(""news/url[1]"")","id(""news/url[1]"")"
18,0801032329000000,SmartRPA by marco2012,complete,2020-08-01T03:35:00.000,zjones,Browser,Chrome,selectText,,,,,,,,,,,,,,,,,,,http://delgado.com/,"[""fromAddressBar""]",,,,,,,,,,IMG,,collection,,just,,,,,,,"id(""have/html[0]/html[2]"")","id(""have/html[0]/html[2]"")"
19,0801032329000000,SmartRPA by marco2012,complete,2020-08-01T03:35:42.000,zjones,Browser,Chrome,disableBrowserExtension,,,,,,,,,,,,,,,,,,,http://www.martinez.com/,"[""serverRedirect"",""fromAddressBar""]",,,,,,,,,,A,,statement,,agent,,,,,,,"id(""have/html[0]/html[2]"")","id(""have/html[0]/html[2]"")"
20,0801032329000000,SmartRPA by marco2012,complete,2020-08-01T03:36:16.000,zjones,Browser,Chrome,moveTab,,,,,,,,,,,,,,,,click_btn,,,https://wheeler-castillo.com/,"[""serverRedirect""]",,,,,,,,,,IMG,,lot,,news,,,,,,,"id(""news/url[1]"")","id(""news/url[1]"")"
21,0801032329000000,SmartRPA by marco2012,complete,2020-08-01T03:36:23.000,zjones,Browser,Chrome,typed,,,,,,,,,,,,,,,,,,,https://www.martinez.com/,[],,,,,,,,,,,,same,,summer,,,,,,,"id(""news/url[1]"")","id(""news/url[1]"")"
22,0801032329000000,SmartRPA by marco2012,complete,2020-08-01T03:37:04.000,zjones,Browser,Chrome,unmutedTab,,,,,,,,,,,,,,,,,,,http://www.chapman.com/life,"[""fromAddressBar""]",,,,,,,,,,INPUT,text,public,,just,,,,,,,"id(""have/html[0]/html[2]"")","id(""have/html[0]/html[2]"")"
23,0801032329000000,SmartRPA by marco2012,complete,2020-08-01T03:37:29.000,zjones,Browser,Chrome,removeBookmark,,,,,,,,,,,,,,,,check_link,,,https://www.johnson.com/,[],,,,,,,,,,IMG,,lot,,just,,,,,,,"id(""upon"")","id(""upon"")"
24,0801032329000000,SmartRPA by marco2012,complete,2020-08-01T03:37:37.000,zjones,Browser,Chrome,newBookmark,,,,,,,,,,,,,,,,input_text,,,https://www.ware.com/,"[""serverRedirect""]",,,,,,,,,,INPUT,text,statement,,news,,,,,,,"id(""upon"")","id(""upon"")"
25,0103062736000000,SmartRPA by marco2012,complete,2020-01-03T06:28:13.000,scottstephanie,MicrosoftOffice,Microsoft Excel,newWorkbook,,,,,Workbook5,Sheet13,"['Sheet13', 'Sheet3']",,news,Z14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0103062736000000,SmartRPA by marco2012,complete,2020-01-03T06:28:30.000,scottstephanie,MicrosoftOffice,Microsoft Excel,sheetCalculate,,,,,Workbook5,Sheet9,"['Sheet9', 'Sheet11']",,same,S14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0103062736000000,SmartRPA by marco2012,complete,2020-01-03T06:28:51.000,scottstephanie,MicrosoftOffice,Microsoft Excel,newChartWorkbook,,,,,Workbook12,Sheet13,['Sheet13'],,upon,O1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0103062736000000,SmartRPA by marco2012,complete,2020-01-03T06:29:33.000,scottstephanie,OperatingSystem,,hotkey,,,,,,,,,,,,,,,win+f,,,Search for files,,,,,,,,,,,,,,,,,,,,,,,,
29,0103062736000000,SmartRPA by marco2012,complete,2020-01-03T06:29:35.000,scottstephanie,OperatingSystem,Explorer,printSubmitted,/last/discussion.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0103062736000000,SmartRPA by marco2012,complete,2020-01-03T06:30:12.000,scottstephanie,OperatingSystem,Clipboard,copy,,,Economic sense test stuff least.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0103062736000000,SmartRPA by marco2012,complete,2020-01-03T06:30:39.000,scottstephanie,MicrosoftOffice,Microsoft PowerPoint,slideshowBegin,/need/heart.pdf,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0103062736000000,SmartRPA by marco2012,complete,2020-01-03T06:30:56.000,scottstephanie,Browser,Chrome,attachTab,,,,,,,,,,,,,,,,,,,http://www.holloway.com/,"[""serverRedirect""]",,,,,,,,,,,,just,,summer,,,,,,,"id(""news/url[1]"")","id(""news/url[1]"")"
33,0103062736000000,SmartRPA by marco2012,complete,2020-01-03T06:31:14.000,scottstephanie,MicrosoftOffice,Microsoft PowerPoint,rightClickPresentation,/language/it.avi,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,0103062736000000,SmartRPA by marco2012,complete,2020-01-03T06:32:13.000,scottstephanie,MicrosoftOffice,Microsoft Excel,XMLImportWorkbook,,,,,Workbook1,Sheet4,"['Sheet4', 'Sheet7']",,statement,S14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0103062736000000,SmartRPA by marco2012,complete,2020-01-03T06:32:21.000,scottstephanie,MicrosoftOffice,Microsoft Excel,beforeSaveWorkbook,,,,,Workbook5,Sheet14,['Sheet14'],,able,C14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0103062736000000,SmartRPA by marco2012,complete,2020-01-03T06:32:57.000,scottstephanie,MicrosoftOffice,Microsoft Excel,newWorkbook,,,,,Workbook19,Sheet8,['Sheet8'],,have,W20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0103062736000000,SmartRPA by marco2012,complete,2020-01-03T06:33:20.000,scottstephanie,OperatingSystem,Explorer,insertUSB,/leader/likely.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0103062736000000,SmartRPA by marco2012,complete,2020-01-03T06:33:30.000,scottstephanie,OperatingSystem,Explorer,openFile,/power/window.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0103062736000000,SmartRPA by marco2012,complete,2020-01-03T06:33:38.000,scottstephanie,OperatingSystem,SublimeText,programOpen,/scene/information.pptx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0103062736000000,SmartRPA by marco2012,complete,2020-01-03T06:34:33.000,scottstephanie,MicrosoftOffice,Microsoft Word,doubleClickWindow,/surface/prevent.numbers,,,,,,,,,,,,,,,,fight,,,,,,,,,,,,,,,,,,,,,,,,,
41,0103062736000000,SmartRPA by marco2012,complete,2020-01-03T06:34:38.000,scottstephanie,Browser,Microsoft Excel,doubleClick,,,,,Workbook15,Sheet19,"['Sheet19', 'Sheet1']",,so,G7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,0103062736000000,SmartRPA by marco2012,complete,2020-01-03T06:35:28.000,scottstephanie,Browser,Chrome,clickCheckboxButton,,,,,,,,,,,,,,,,,,,http://www.holloway.com/be,"[""serverRedirect"",""fromAddressBar""]",,,,,,,,,,DIV,,environmental,,collection,,,,,,,"id(""news/url[1]"")","id(""news/url[1]"")"
43,0103062736000000,SmartRPA by marco2012,complete,2020-01-03T06:36:06.000,scottstephanie,Browser,Chrome,closedNotification,,,,,,,,,,,,,,,,click_btn,,,https://www.johnson.com/life,[],,,,,,,,,,,,upon,,able,,,,,,,"id(""news/url[1]"")","id(""news/url[1]"")"
44,0103062736000000,SmartRPA by marco2012,complete,2020-01-03T06:36:14.000,scottstephanie,Browser,Chrome,detachTab,,,,,,,,,,,,,,,,check_link,,,https://wheeler-castillo.com/either,[],,,,,,,,,,IMG,,public,,lot,,,,,,,"id(""news/url[1]"")","id(""news/url[1]"")"
45,0103062736000000,SmartRPA by marco2012,complete,2020-01-03T06:37:13.000,scottstephanie,Browser,Chrome,mutedTab,,,,,,,,,,,,,,,,,,,https://ray-miller.com/none,"[""serverRedirect"",""fromAddressBar""]",,,,,,,,,,,,nature,,so,,,,,,,"id(""have/html[0]/html[2]"")","id(""have/html[0]/html[2]"")"
46,0103062736000000,SmartRPA by marco2012,complete,2020-01-03T06:37:14.000,scottstephanie,Browser,Chrome,newTab,,,,,,,,,,,,,,,,,,,https://ray-miller.com/none,"[""serverRedirect""]",,,,,,,,,,BUTTON,submit,agent,,summer,,,,,,,"id(""have/html[0]/html[2]"")","id(""have/html[0]/html[2]"")"
47,0103062736000000,SmartRPA by marco2012,complete,2020-01-03T06:38:04.000,scottstephanie,Browser,Chrome,clickButton,,,,,,,,,,,,,,,,,,,http://www.chapman.com/life,[],,,,,,,,,,BUTTON,submit,have,,able,,,,,,,"id(""have/html[0]/html[2]"")","id(""have/html[0]/html[2]"")"
48,0103062736000000,SmartRPA by marco2012,complete,2020-01-03T06:38:27.000,scottstephanie,Browser,Chrome,mutedTab,,,,,,,,,,,,,,,,input_text,,,https://wheeler-castillo.com/,[],,,,,,,,,,,,same,,summer,,,,,,,"id(""have/html[0]/html[2]"")","id(""have/html[0]/html[2]"")"
49,0103062736000000,SmartRPA by marco2012,complete,2020-01-03T06:39:21.000,scottstephanie,Browser,Chrome,form_submit,,,,,,,,,,,,,,,,click_btn,,,https://www.ware.com/,[],,,,,,,,,,INPUT,text,collection,,just,,,,,,,"id(""have/html[0]/html[2]"")","id(""have/html[0]/html[2]"")"
50,1102162125000000,SmartRPA by marco2012,complete,2020-11-02T16:22:25.000,karcher,MicrosoftOffice,Microsoft PowerPoint,savePresentation,/last/discussion.flac,,,,,,,,,,,,"0, 1, 2, 3, 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1102162125000000,SmartRPA by marco2012,complete,2020-11-02T16:23:07.000,karcher,MicrosoftOffice,Microsoft Excel,editCellSheet,,,,,Workbook1,Sheet1,"['Sheet1', 'Sheet7']",,environment,Z14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1102162125000000,SmartRPA by marco2012,complete,2020-11-02T16:23:17.000,karcher,MicrosoftOffice,Microsoft PowerPoint,newPresentationSlide,/goal/town.avi,,,,,,,,,,,,"0, 1, 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1102162125000000,SmartRPA by marco2012,complete,2020-11-02T16:23:56.000,karcher,OperatingSystem,SublimeText,programClose,/third/collection.js,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1102162125000000,SmartRPA by marco2012,complete,2020-11-02T16:24:17.000,karcher,OperatingSystem,Clipboard,paste,,,More treat situation then you card few.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1102162125000000,SmartRPA by marco2012,complete,2020-11-02T16:25:10.000,karcher,OperatingSystem,Explorer,selectFile,/particularly/expert.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1102162125000000,SmartRPA by marco2012,complete,2020-11-02T16:25:40.000,karcher,MicrosoftOffice,Microsoft PowerPoint,slideshowBegin,/need/heart.pdf,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1102162125000000,SmartRPA by marco2012,complete,2020-11-02T16:25:46.000,karcher,Browser,Chrome,attachTab,,,,,,,,,,,,,,,,,,,http://www.holloway.com/,"[""serverRedirect""]",,,,,,,,,,,,just,,summer,,,,,,,"id(""news/url[1]"")","id(""news/url[1]"")"
58,1102162125000000,SmartRPA by marco2012,complete,2020-11-02T16:26:06.000,karcher,MicrosoftOffice,Microsoft PowerPoint,rightClickPresentation,/language/it.avi,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,1102162125000000,SmartRPA by marco2012,complete,2020-11-02T16:26:14.000,karcher,MicrosoftOffice,Microsoft Excel,XMLExportWorkbook,,,,,Workbook1,Sheet19,"['Sheet19', 'Sheet15']",,have,E7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1102162125000000,SmartRPA by marco2012,complete,2020-11-02T16:26:21.000,karcher,MicrosoftOffice,Microsoft Excel,editCellSheet,,,,,Workbook15,Sheet14,"['Sheet14', 'Sheet16']",,so,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1102162125000000,SmartRPA by marco2012,complete,2020-11-02T16:26:39.000,karcher,MicrosoftOffice,Microsoft PowerPoint,slideshowEnd,/need/heart.pdf,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,1102162125000000,SmartRPA by marco2012,complete,2020-11-02T16:27:30.000,karcher,OperatingSystem,Explorer,modified,/follow/build.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,1102162125000000,SmartRPA by marco2012,complete,2020-11-02T16:27:33.000,karcher,OperatingSystem,Clipboard,cut,,,Power sound happy ago energy once idea.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1102162125000000,SmartRPA by marco2012,complete,2020-11-02T16:28:06.000,karcher,OperatingSystem,Explorer,Unmount,/scene/information.pptx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1102162125000000,SmartRPA by marco2012,complete,2020-11-02T16:29:03.000,karcher,MicrosoftOffice,Microsoft Word,doubleClickWindow,/surface/prevent.numbers,,,,,,,,,,,,,,,,fight,,,,,,,,,,,,,,,,,,,,,,,,,
66,1102162125000000,SmartRPA by marco2012,complete,2020-11-02T16:29:10.000,karcher,Browser,Microsoft Excel,doubleClick,,,,,Workbook15,Sheet19,"['Sheet19', 'Sheet1']",,so,G7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,1102162125000000,SmartRPA by marco2012,complete,2020-11-02T16:29:18.000,karcher,Browser,Chrome,clickCheckboxButton,,,,,,,,,,,,,,,,,,,http://www.holloway.com/be,"[""serverRedirect"",""fromAddressBar""]",,,,,,,,,,DIV,,environmental,,collection,,,,,,,"id(""news/url[1]"")","id(""news/url[1]"")"
68,1102162125000000,SmartRPA by marco2012,complete,2020-11-02T16:30:07.000,karcher,Browser,Chrome,zoomTab,,,,,,,,,,,,,,,,,,,http://delgado.com/,"[""serverRedirect"",""fromAddressBar""]",,,,,,,,,,IMG,,summer,,just,,,,,,,"id(""upon"")","id(""upon"")"
69,1102162125000000,SmartRPA by marco2012,complete,2020-11-02T16:30:41.000,karcher,Browser,Chrome,clickTextField,,,,,,,,,,,,,,,,input_text,,,http://www.martinez.com/of,[],,,,,,,,,,,,purpose,,False,,,,,,,"id(""have/html[0]/html[2]"")","id(""have/html[0]/html[2]"")"
70,1102162125000000,SmartRPA by marco2012,complete,2020-11-02T16:31:17.000,karcher,Browser,Chrome,closedNotification,,,,,,,,,,,,,,,,,,,https://www.martinez.com/,"[""serverRedirect""]",,,,,,,,,,,,public,,collection,,,,,,,"id(""upon"")","id(""upon"")"
71,1102162125000000,SmartRPA by marco2012,complete,2020-11-02T16:31:34.000,karcher,Browser,Chrome,removeBookmark,,,,,,,,,,,,,,,,,,,https://www.martinez.com/very,"[""serverRedirect""]",,,,,,,,,,,,agent,,purpose,,,,,,,"id(""have/html[0]/html[2]"")","id(""have/html[0]/html[2]"")"
72,1102162125000000,SmartRPA by marco2012,complete,2020-11-02T16:32:14.000,karcher,Browser,Chrome,cancelDialog,,,,,,,,,,,,,,,,,,,https://wheeler-castillo.com/,"[""fromAddressBar""]",,,,,,,,,,BUTTON,submit,nearly,,True,,,,,,,"id(""have/html[0]/html[2]"")","id(""have/html[0]/html[2]"")"
73,1102162125000000,SmartRPA by marco2012,complete,2020-11-02T16:32:27.000,karcher,Browser,Chrome,moveBookmark,,,,,,,,,,,,,,,,,,,http://www.holloway.com/,[],,,,,,,,,,IMG,,nature,,,,,,,,,"id(""upon"")","id(""upon"")"
74,1102162125000000,SmartRPA by marco2012,complete,2020-11-02T16:33:22.000,karcher,Browser,Chrome,disableBrowserExtension,,,,,,,,,,,,,,,,,,,https://www.ware.com/do,[],,,,,,,,,,,,summer,,agent,,,,,,,"id(""news/url[1]"")","id(""news/url[1]"")"
75,0909194400000000,SmartRPA by marco2012,complete,2020-09-09T19:44:35.000,laurenaustin,MicrosoftOffice,Microsoft Excel,XMLExportWorkbook,,,,,Workbook10,Sheet18,['Sheet18'],,summer,C14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,0909194400000000,SmartRPA by marco2012,complete,2020-09-09T19:45:09.000,laurenaustin,MicrosoftOffice,Microsoft Excel,rightClickCellWithValue,,,,,Workbook2,Sheet12,"['Sheet12', 'Sheet15']",,purpose,D13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,0909194400000000,SmartRPA by marco2012,complete,2020-09-09T19:46:07.000,laurenaustin,MicrosoftOffice,Microsoft Excel,newChartWorkbook,,,,,Workbook17,Sheet9,['Sheet9'],,public,S6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,0909194400000000,SmartRPA by marco2012,complete,2020-09-09T19:46:55.000,laurenaustin,OperatingSystem,Explorer,Unmount,/them/role.pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,0909194400000000,SmartRPA by marco2012,complete,2020-09-09T19:47:36.000,laurenaustin,OperatingSystem,Explorer,deleted,/white/event.css,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,0909194400000000,SmartRPA by marco2012,complete,2020-09-09T19:47:38.000,laurenaustin,OperatingSystem,Explorer,selectFolder,/because/hit.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,0909194400000000,SmartRPA by marco2012,complete,2020-09-09T19:47:48.000,laurenaustin,MicrosoftOffice,Microsoft PowerPoint,slideshowBegin,/need/heart.pdf,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,0909194400000000,SmartRPA by marco2012,complete,2020-09-09T19:48:43.000,laurenaustin,Browser,Chrome,attachTab,,,,,,,,,,,,,,,,,,,http://www.holloway.com/,"[""serverRedirect""]",,,,,,,,,,,,just,,summer,,,,,,,"id(""news/url[1]"")","id(""news/url[1]"")"
83,0909194400000000,SmartRPA by marco2012,complete,2020-09-09T19:49:12.000,laurenaustin,MicrosoftOffice,Microsoft PowerPoint,rightClickPresentation,/language/it.avi,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,0909194400000000,SmartRPA by marco2012,complete,2020-09-09T19:49:40.000,laurenaustin,MicrosoftOffice,Microsoft PowerPoint,SlideSelectionChanged,/follow/build.html,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,0909194400000000,SmartRPA by marco2012,complete,2020-09-09T19:50:38.000,laurenaustin,MicrosoftOffice,Microsoft Word,saveDocument,/include/election.png,,,,,,,,,,,,,,,,news,,,,,,,,,,,,,,,,,,,,,,,,,
86,0909194400000000,SmartRPA by marco2012,complete,2020-09-09T19:50:41.000,laurenaustin,MicrosoftOffice,Microsoft Word,newDocument,/goal/town.avi,,,,,,,,,,,,,,,,same,,,,,,,,,,,,,,,,,,,,,,,,,
87,0909194400000000,SmartRPA by marco2012,complete,2020-09-09T19:50:47.000,laurenaustin,OperatingSystem,Explorer,Mount,/impact/could.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,0909194400000000,SmartRPA by marco2012,complete,2020-09-09T19:51:07.000,laurenaustin,OperatingSystem,Skype,programClose,/language/it.avi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,0909194400000000,SmartRPA by marco2012,complete,2020-09-09T19:52:03.000,laurenaustin,OperatingSystem,Explorer,created,/no/interesting.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,0909194400000000,SmartRPA by marco2012,complete,2020-09-09T19:52:29.000,laurenaustin,MicrosoftOffice,Microsoft Word,doubleClickWindow,/surface/prevent.numbers,,,,,,,,,,,,,,,,fight,,,,,,,,,,,,,,,,,,,,,,,,,
91,0909194400000000,SmartRPA by marco2012,complete,2020-09-09T19:52:50.000,laurenaustin,Browser,Microsoft Excel,doubleClick,,,,,Workbook15,Sheet19,"['Sheet19', 'Sheet1']",,so,G7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,0909194400000000,SmartRPA by marco2012,complete,2020-09-09T19:53:24.000,laurenaustin,Browser,Chrome,clickCheckboxButton,,,,,,,,,,,,,,,,,,,http://www.holloway.com/be,"[""serverRedirect"",""fromAddressBar""]",,,,,,,,,,DIV,,environmental,,collection,,,,,,,"id(""news/url[1]"")","id(""news/url[1]"")"
93,0909194400000000,SmartRPA by marco2012,complete,2020-09-09T19:54:17.000,laurenaustin,Browser,Chrome,newTab,,,,,,,,,,,,,,,,check_link,,,http://delgado.com/,[],,,,,,,,,,,,nearly,,have,,,,,,,"id(""news/url[1]"")","id(""news/url[1]"")"
94,0909194400000000,SmartRPA by marco2012,complete,2020-09-09T19:54:21.000,laurenaustin,Browser,Chrome,newTab,,,,,,,,,,,,,,,,,,,http://www.martinez.com/of,[],,,,,,,,,,,,environment,,statement,,,,,,,"id(""upon"")","id(""upon"")"
95,0909194400000000,SmartRPA by marco2012,complete,2020-09-09T19:54:38.000,laurenaustin,Browser,Microsoft Excel,closeWindow,,,,,Workbook17,Sheet6,['Sheet6'],,,C14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,0909194400000000,SmartRPA by marco2012,complete,2020-09-09T19:54:56.000,laurenaustin,Browser,Chrome,fullscreen,,,,,,,,,,,,,,,,click_btn,,,http://www.allen.net/company,[],,,,,,,,,,BUTTON,submit,environment,,public,,,,,,,"id(""news/url[1]"")","id(""news/url[1]"")"
97,0909194400000000,SmartRPA by marco2012,complete,2020-09-09T19:55:30.000,laurenaustin,Browser,Chrome,clickTextField,,,,,,,,,,,,,,,,,,,http://delgado.com/,"[""serverRedirect"",""fromAddressBar""]",,,,,,,,,,BUTTON,submit,purpose,,nature,,,,,,,"id(""upon"")","id(""upon"")"
98,0909194400000000,SmartRPA by marco2012,complete,2020-09-09T19:55:57.000,laurenaustin,Browser,Chrome,changeField,,,,,,,,,,,,,,,,,,,https://wheeler-castillo.com/,[],,,,,,,,,,DIV,,public,,,,,,,,,"id(""upon"")","id(""upon"")"
