"Unnamed: 0","target.name","case:creator","lifecycle:transition","timeStamp","userID","target.class","targetApp","eventType","event_src_path","event_dest_path","content","mouse_coord","target.workbookName","target.sheetName","worksheets","sheets","cell_content","cell_range","cell_range_number","window_size","slides","effect","hotkey","target.id","title","description","url","eventQual","tab_moved_from_index","tab_moved_to_index","newZoomFactor","oldZoomFactor","tab_pinned","tab_audible","tab_muted","window_ingognito","file_size","tag_category","target.type","target.tagName","target.title","target.value","target.checked","target.innerHTML","target.href","target.innerText","target.option","tag_attributes","xpath","xpath_full"
"25","908071338000000","SmartRPA by marco2012","complete","2020-09-08T07:13:45.000","allisonkeith","Browser","Chrome","submit","","","","","","","","","","","","","","","","","","","https://www.dudley.com/model","[]","","","","","","","","","","A","","civil","","False","","","","","","","id(""cultural"")","id(""cultural"")"
"229","317150939000000","SmartRPA by marco2012","complete","2020-03-17T15:11:40.000","smithanna","Browser","Chrome","typed","","","","","","","","","","","","","","","","","","","http://www.fisher.com/","[""serverRedirect""]","","","","","","","","","","DIV","","long","","within","","","","","","","id(""political/div[1]/url[0]"")","id(""political/div[1]/url[0]"")"
"364","1022205335000000","SmartRPA by marco2012","complete","2020-10-22T21:00:32.000","richard13","Browser","Chrome","attachTab","","","","","","","","","","","","","","","","","","","http://cooper-hall.info/","[""fromAddressBar""]","","","","","","","","","","INPUT","text","store","","within","","","","","","","id(""cup/section[1]"")","id(""cup/section[1]"")"
"269","816064601000000","SmartRPA by marco2012","complete","2020-08-16T06:56:15.000","benjamin00","OperatingSystem","VisualStudioCode","programClose","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7","415130900000000","SmartRPA by marco2012","complete","2020-04-15T13:13:31.000","melissa36","MicrosoftOffice","Microsoft PowerPoint","slideshowBegin","/quite/military.mp3","","","","","","","","","","","","0, 1, 2, 3","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"253","816064601000000","SmartRPA by marco2012","complete","2020-08-16T06:47:39.000","benjamin00","Browser","Chrome","unpinnedTab","","","","","","","","","","","","","","","","check_link","","","https://www.dudley.com/","[]","","","","","","","","","","BUTTON","submit","civil","","appear","","","","","","","id(""cup/section[1]"")","id(""cup/section[1]"")"
"392","1028021021000000","SmartRPA by marco2012","complete","2020-10-28T02:18:59.000","caleb69","OperatingSystem","Explorer","moved","/decade/care.json","/anything/clearly.key","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"274","816064601000000","SmartRPA by marco2012","complete","2020-08-16T06:57:34.000","benjamin00","OperatingSystem","Explorer","deleted","/soldier/because.doc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"331","814090918000000","SmartRPA by marco2012","complete","2020-08-14T09:12:37.000","tony90","MicrosoftOffice","Microsoft Excel","XMLImportWorkbook","","","","","Workbook14","Sheet17","['Sheet17', 'Sheet4']","","political","N15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"419","1029140616000000","SmartRPA by marco2012","complete","2020-10-29T14:18:25.000","alejandro59","OperatingSystem","Notepad.exe","programClose","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"351","1022205335000000","SmartRPA by marco2012","complete","2020-10-22T20:54:01.000","richard13","Browser","Chrome","removeBookmark","","","","","","","","","","","","","","","","","","","http://www.martin.com/at","[]","","","","","","","","","","INPUT","text","","","cup","","","","","","","id(""cup/section[1]"")","id(""cup/section[1]"")"
"279","904164129000000","SmartRPA by marco2012","complete","2020-09-04T16:43:50.000","jenniferhays","Browser","Chrome","dragElement","","","","","","","","","","","","","","","","","","","http://www.werner.com/last","[""serverRedirect"",""fromAddressBar""]","","","","","","","","","","","","interest","","political","","","","","","","id(""cultural"")","id(""cultural"")"
"249","317150939000000","SmartRPA by marco2012","complete","2020-03-17T15:21:40.000","smithanna","OperatingSystem","Explorer","openFolder","/letter/network.mp3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"193","402063108000000","SmartRPA by marco2012","complete","2020-04-02T06:41:32.000","cynthiahill","OperatingSystem","Explorer","moved","/sea/eat.mp4","/money/finally.mp4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"62","407171022000000","SmartRPA by marco2012","complete","2020-04-07T17:16:55.000","shellymarquez","OperatingSystem","Explorer","created","/decade/care.json","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"108","719022823000000","SmartRPA by marco2012","complete","2020-07-19T02:31:38.000","sharper","MicrosoftOffice","Microsoft PowerPoint","newPresentationSlide","/event/cause.mov","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"103","719022823000000","SmartRPA by marco2012","complete","2020-07-19T02:29:46.000","sharper","Browser","Chrome","unpinnedTab","","","","","","","","","","","","","","","","input_text","","","http://www.fisher.com/body","[]","","","","","","","","","","DIV","","be","","interest","","","","","","","id(""political/div[1]/url[0]"")","id(""political/div[1]/url[0]"")"
"90","1025051701000000","SmartRPA by marco2012","complete","2020-10-25T05:26:40.000","bgray","OperatingSystem","Explorer","deleted","/possible/difficult.csv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"434","601233356000000","SmartRPA by marco2012","complete","2020-06-01T23:36:53.000","osbornemichael","MicrosoftOffice","Microsoft PowerPoint","slideshowBegin","/event/cause.mov","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"312","228000309000000","SmartRPA by marco2012","complete","2020-02-28T00:10:17.000","hpetersen","OperatingSystem","Explorer","created","/decade/care.json","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"227","317150939000000","SmartRPA by marco2012","complete","2020-03-17T15:10:40.000","smithanna","Browser","Chrome","cancelDialog","","","","","","","","","","","","","","","","","","","http://mckinney.biz/carry","[]","","","","","","","","","","A","","commercial","","stuff","","","","","","","id(""cultural"")","id(""cultural"")"
"148","111113159000000","SmartRPA by marco2012","complete","2020-01-11T11:46:02.000","cookjacqueline","OperatingSystem","Explorer","deleted","/reduce/way.csv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"246","317150939000000","SmartRPA by marco2012","complete","2020-03-17T15:20:00.000","smithanna","OperatingSystem","Explorer","moved","/two/any.csv","/soldier/because.doc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47","908071338000000","SmartRPA by marco2012","complete","2020-09-08T07:27:07.000","allisonkeith","OperatingSystem","Explorer","Unmount","/kind/imagine.avi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"134","111113159000000","SmartRPA by marco2012","complete","2020-01-11T11:37:51.000","cookjacqueline","MicrosoftOffice","Microsoft PowerPoint","slideshowBegin","/quite/military.mp3","","","","","","","","","","","","0, 1, 2, 3","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"177","402063108000000","SmartRPA by marco2012","complete","2020-04-02T06:33:01.000","cynthiahill","Browser","Chrome","submit","","","","","","","","","","","","","","","","click_btn","","","https://www.thomas-simpson.com/","[]","","","","","","","","","","","","cup","","long","","","","","","","id(""cup/section[1]"")","id(""cup/section[1]"")"
"86","1025051701000000","SmartRPA by marco2012","complete","2020-10-25T05:23:52.000","bgray","Browser","Chrome","enableBrowserExtension","","","","","","","","","","","","","","","","","","","https://www.smith-watkins.com/","[]","","","","","","","","","","","","west","","political","","","","","","","id(""political/div[1]/url[0]"")","id(""political/div[1]/url[0]"")"
"290","904164129000000","SmartRPA by marco2012","complete","2020-09-04T16:48:50.000","jenniferhays","OperatingSystem","Explorer","openFolder","/kind/imagine.avi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"70","407171022000000","SmartRPA by marco2012","complete","2020-04-07T17:20:15.000","shellymarquez","OperatingSystem","Explorer","moved","/reduce/way.csv","/forward/year.mov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31","908071338000000","SmartRPA by marco2012","complete","2020-09-08T07:17:47.000","allisonkeith","MicrosoftOffice","Microsoft Excel","selectWorksheet","","","","","Workbook14","Sheet11","['Sheet11']","","stuff","P7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"242","317150939000000","SmartRPA by marco2012","complete","2020-03-17T15:17:30.000","smithanna","OperatingSystem","Explorer","deleted","/sea/eat.mp4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"293","904164129000000","SmartRPA by marco2012","complete","2020-09-04T16:50:19.000","jenniferhays","OperatingSystem","Explorer","deleted","/forward/year.mov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49","908071338000000","SmartRPA by marco2012","complete","2020-09-08T07:27:55.000","allisonkeith","OperatingSystem","Explorer","moved","/decade/care.json","/reduce/way.csv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"262","816064601000000","SmartRPA by marco2012","complete","2020-08-16T06:52:23.000","benjamin00","OperatingSystem","Explorer","created","/decade/care.json","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"100","719022823000000","SmartRPA by marco2012","complete","2020-07-19T02:28:46.000","sharper","Browser","Chrome","clickRadioButton","","","","","","","","","","","","","","","","","","","http://www.werner.com/last","[]","","","","","","","","","","A","","","","structure","","","","","","","id(""political/div[1]/url[0]"")","id(""political/div[1]/url[0]"")"
"348","814090918000000","SmartRPA by marco2012","complete","2020-08-14T09:22:12.000","tony90","OperatingSystem","Explorer","moved","/family/ok.doc","/two/any.csv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"179","402063108000000","SmartRPA by marco2012","complete","2020-04-02T06:34:38.000","cynthiahill","Browser","Microsoft Excel","closeWindow","","","","","Workbook17","Sheet17","['Sheet17', 'Sheet6']","","dog","X13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"140","111113159000000","SmartRPA by marco2012","complete","2020-01-11T11:41:50.000","cookjacqueline","OperatingSystem","VisualStudioCode","programClose","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"407","1029140616000000","SmartRPA by marco2012","complete","2020-10-29T14:11:33.000","alejandro59","MicrosoftOffice","Microsoft Excel","getRange","","","","","Workbook2","Sheet7","['Sheet7', 'Sheet8']","","table","T2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"415","1029140616000000","SmartRPA by marco2012","complete","2020-10-29T14:15:53.000","alejandro59","OperatingSystem","Explorer","openFolder","/design/bank.ods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"381","1028021021000000","SmartRPA by marco2012","complete","2020-10-28T02:14:28.000","caleb69","MicrosoftOffice","Microsoft PowerPoint","slideshowBegin","/family/ok.doc","","","","","","","","","","","","0, 1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445","601233356000000","SmartRPA by marco2012","complete","2020-06-01T23:42:19.000","osbornemichael","OperatingSystem","Explorer","openFolder","/anything/clearly.key","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"416","1029140616000000","SmartRPA by marco2012","complete","2020-10-29T14:16:31.000","alejandro59","OperatingSystem","Explorer","deleted","/up/development.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"286","904164129000000","SmartRPA by marco2012","complete","2020-09-04T16:47:05.000","jenniferhays","Browser","Chrome","enableBrowserExtension","","","","","","","","","","","","","","","","","","","https://www.smith-watkins.com/","[]","","","","","","","","","","","","west","","political","","","","","","","id(""political/div[1]/url[0]"")","id(""political/div[1]/url[0]"")"
"371","1022205335000000","SmartRPA by marco2012","complete","2020-10-22T21:03:01.000","richard13","OperatingSystem","Explorer","moved","/stay/alone.flac","/event/cause.mov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"130","111113159000000","SmartRPA by marco2012","complete","2020-01-11T11:35:30.000","cookjacqueline","MicrosoftOffice","Microsoft Excel","rightClickEmptyCell","","","","","Workbook7","Sheet1","['Sheet1']","","structure","A19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"406","1029140616000000","SmartRPA by marco2012","complete","2020-10-29T14:10:54.000","alejandro59","MicrosoftOffice","Microsoft Excel","doubleClickEmptyCell","","","","","Workbook7","Sheet9","['Sheet9']","","cultural","S9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"234","317150939000000","SmartRPA by marco2012","complete","2020-03-17T15:13:44.000","smithanna","MicrosoftOffice","Microsoft Excel","getRange","","","","","Workbook3","Sheet13","['Sheet13']","","appear","F14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"380","1028021021000000","SmartRPA by marco2012","complete","2020-10-28T02:13:36.000","caleb69","MicrosoftOffice","Microsoft Word","openDocument","/whole/general.odt","","","","","","","","","","","","","","","","appear","","","","","","","","","","","","","","","","","","","","","","","","",""
"45","908071338000000","SmartRPA by marco2012","complete","2020-09-08T07:25:34.000","allisonkeith","OperatingSystem","Explorer","deleted","/decade/care.json","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"302","228000309000000","SmartRPA by marco2012","complete","2020-02-28T00:04:39.000","hpetersen","Browser","Chrome","newTab","","","","","","","","","","","","","","","","","","","http://www.werner.com/","[""fromAddressBar""]","","","","","","","","","","INPUT","text","political","","no","","","","","","","id(""political/div[1]/url[0]"")","id(""political/div[1]/url[0]"")"
"354","1022205335000000","SmartRPA by marco2012","complete","2020-10-22T20:54:55.000","richard13","Browser","Chrome","cancelDialog","","","","","","","","","","","","","","","","input_text","","","http://www.martin.com/at","[]","","","","","","","","","","INPUT","text","civil","","dog","","","","","","","id(""cultural"")","id(""cultural"")"
"89","1025051701000000","SmartRPA by marco2012","complete","2020-10-25T05:25:47.000","bgray","Browser","Chrome","attachTab","","","","","","","","","","","","","","","","","","","http://cooper-hall.info/","[""fromAddressBar""]","","","","","","","","","","INPUT","text","store","","within","","","","","","","id(""cup/section[1]"")","id(""cup/section[1]"")"
"275","904164129000000","SmartRPA by marco2012","complete","2020-09-04T16:42:24.000","jenniferhays","Browser","Chrome","clickRadioButton","","","","","","","","","","","","","","","","check_link","","","http://www.werner.com/last","[]","","","","","","","","","","INPUT","text","long","","be","","","","","","","id(""political/div[1]/url[0]"")","id(""political/div[1]/url[0]"")"
"410","1029140616000000","SmartRPA by marco2012","complete","2020-10-29T14:13:39.000","alejandro59","OperatingSystem","Clipboard","paste","","","Push walk fine rise picture voice.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"141","111113159000000","SmartRPA by marco2012","complete","2020-01-11T11:42:34.000","cookjacqueline","OperatingSystem","Explorer","moved","/family/ok.doc","/decade/care.json","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"265","816064601000000","SmartRPA by marco2012","complete","2020-08-16T06:54:10.000","benjamin00","OperatingSystem","Explorer","openFolder","/forward/year.mov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"122","719022823000000","SmartRPA by marco2012","complete","2020-07-19T02:37:50.000","sharper","OperatingSystem","Explorer","openFolder","/design/bank.ods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"340","814090918000000","SmartRPA by marco2012","complete","2020-08-14T09:18:10.000","tony90","OperatingSystem","Explorer","openFolder","/establish/bag.mov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29","908071338000000","SmartRPA by marco2012","complete","2020-09-08T07:16:35.000","allisonkeith","Browser","Chrome","modifyBookmark","","","","","","","","","","","","","","","","check_link","","","http://www.martin.com/","[]","","","","","","","","","","INPUT","text","commercial","","interest","","","","","","","id(""political/div[1]/url[0]"")","id(""political/div[1]/url[0]"")"
"158","831044746000000","SmartRPA by marco2012","complete","2020-08-31T04:52:40.000","brianmiller","MicrosoftOffice","Microsoft PowerPoint","SlideSelectionChanged","/two/any.csv","","","","","","","","","","","","0, 1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"189","402063108000000","SmartRPA by marco2012","complete","2020-04-02T06:38:52.000","cynthiahill","Browser","Chrome","attachTab","","","","","","","","","","","","","","","","","","","http://cooper-hall.info/","[""fromAddressBar""]","","","","","","","","","","INPUT","text","store","","within","","","","","","","id(""cup/section[1]"")","id(""cup/section[1]"")"
"258","816064601000000","SmartRPA by marco2012","complete","2020-08-16T06:50:46.000","benjamin00","MicrosoftOffice","Microsoft PowerPoint","slideshowEnd","/stay/alone.flac","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"357","1022205335000000","SmartRPA by marco2012","complete","2020-10-22T20:56:31.000","richard13","MicrosoftOffice","Microsoft Excel","selectWorksheet","","","","","Workbook2","Sheet15","['Sheet15']","","store","N15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"163","831044746000000","SmartRPA by marco2012","complete","2020-08-31T04:54:57.000","brianmiller","OperatingSystem","Clipboard","copy","","","For put describe.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"156","831044746000000","SmartRPA by marco2012","complete","2020-08-31T04:51:14.000","brianmiller","MicrosoftOffice","Microsoft Excel","selectWorksheet","","","","","Workbook2","Sheet2","['Sheet2']","","","A19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"425","601233356000000","SmartRPA by marco2012","complete","2020-06-01T23:34:16.000","osbornemichael","Browser","Chrome","clickRadioButton","","","","","","","","","","","","","","","","","","","http://berger.net/","[]","","","","","","","","","","A","","amount","","cup","","","","","","","id(""political/div[1]/url[0]"")","id(""political/div[1]/url[0]"")"
"313","228000309000000","SmartRPA by marco2012","complete","2020-02-28T00:10:24.000","hpetersen","OperatingSystem","Clipboard","copy","","","For put describe.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"327","814090918000000","SmartRPA by marco2012","complete","2020-08-14T09:11:04.000","tony90","Browser","Chrome","unpinnedTab","","","","","","","","","","","","","","","","","","","http://www.martin.com/","[""serverRedirect""]","","","","","","","","","","","","dog","","structure","","","","","","","id(""political/div[1]/url[0]"")","id(""political/div[1]/url[0]"")"
"67","407171022000000","SmartRPA by marco2012","complete","2020-04-07T17:18:29.000","shellymarquez","OperatingSystem","Explorer","deleted","/money/finally.mp4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"101","719022823000000","SmartRPA by marco2012","complete","2020-07-19T02:28:55.000","sharper","Browser","Chrome","cancelDialog","","","","","","","","","","","","","","","","","","","http://www.knight.com/environmental","[""serverRedirect"",""fromAddressBar""]","","","","","","","","","","DIV","","commercial","","civil","","","","","","","id(""cup/section[1]"")","id(""cup/section[1]"")"
"267","816064601000000","SmartRPA by marco2012","complete","2020-08-16T06:54:53.000","benjamin00","OperatingSystem","Explorer","openFolder","/money/finally.mp4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14","415130900000000","SmartRPA by marco2012","complete","2020-04-15T13:18:02.000","melissa36","Browser","Chrome","attachTab","","","","","","","","","","","","","","","","","","","http://cooper-hall.info/","[""fromAddressBar""]","","","","","","","","","","INPUT","text","store","","within","","","","","","","id(""cup/section[1]"")","id(""cup/section[1]"")"
"129","111113159000000","SmartRPA by marco2012","complete","2020-01-11T11:34:58.000","cookjacqueline","Browser","Chrome","removeBookmark","","","","","","","","","","","","","","","","","","","http://www.fisher.com/body","[""serverRedirect"",""fromAddressBar""]","","","","","","","","","","A","","within","","amount","","","","","","","id(""political/div[1]/url[0]"")","id(""political/div[1]/url[0]"")"
"215","111142732000000","SmartRPA by marco2012","complete","2020-01-11T14:36:48.000","zwright","OperatingSystem","Explorer","Unmount","/event/cause.mov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"240","317150939000000","SmartRPA by marco2012","complete","2020-03-17T15:17:15.000","smithanna","OperatingSystem","Explorer","deleted","/structure/everyone.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"115","719022823000000","SmartRPA by marco2012","complete","2020-07-19T02:35:19.000","sharper","OperatingSystem","Explorer","deleted","/quite/military.mp3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"142","111113159000000","SmartRPA by marco2012","complete","2020-01-11T11:42:39.000","cookjacqueline","OperatingSystem","VisualStudioCode","programClose","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"288","904164129000000","SmartRPA by marco2012","complete","2020-09-04T16:47:29.000","jenniferhays","OperatingSystem","Clipboard","copy","","","For put describe.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"96","1025051701000000","SmartRPA by marco2012","complete","2020-10-25T05:29:28.000","bgray","OperatingSystem","Explorer","moved","/stay/alone.flac","/establish/bag.mov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
